"GEO_ID","NAME","B01003_001E","B01003_001M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total"
"0500000US19009","Audubon County, Iowa","5571","*****"
"0500000US19011","Benton County, Iowa","25636","*****"
"0500000US19013","Black Hawk County, Iowa","132393","*****"
"0500000US19015","Boone County, Iowa","26370","*****"
"0500000US19017","Bremer County, Iowa","24864","*****"
"0500000US19019","Buchanan County, Iowa","21118","*****"
"0500000US19021","Buena Vista County, Iowa","20058","*****"
"0500000US19023","Butler County, Iowa","14628","*****"
"0500000US19025","Calhoun County, Iowa","9744","*****"
"0500000US19027","Carroll County, Iowa","20281","*****"
"0500000US19029","Cass County, Iowa","13091","*****"
"0500000US19031","Cedar County, Iowa","18457","*****"
"0500000US19033","Cerro Gordo County, Iowa","42834","*****"
"0500000US19035","Cherokee County, Iowa","11343","*****"
"0500000US19037","Chickasaw County, Iowa","12026","*****"
"0500000US19039","Clarke County, Iowa","9360","*****"
"0500000US19041","Clay County, Iowa","16211","*****"
"0500000US19043","Clayton County, Iowa","17625","*****"
"0500000US19045","Clinton County, Iowa","46909","*****"
"0500000US19047","Crawford County, Iowa","17034","*****"
"0500000US19049","Dallas County, Iowa","87099","*****"
"0500000US19051","Davis County, Iowa","8920","*****"
"0500000US19053","Decatur County, Iowa","7979","*****"
"0500000US19055","Delaware County, Iowa","17183","*****"
"0500000US19057","Des Moines County, Iowa","39386","*****"
"0500000US19059","Dickinson County, Iowa","17127","*****"
"0500000US19061","Dubuque County, Iowa","96982","*****"
"0500000US19063","Emmet County, Iowa","9438","*****"
"0500000US19065","Fayette County, Iowa","19803","*****"
"0500000US19067","Floyd County, Iowa","15786","*****"
"0500000US19069","Franklin County, Iowa","10162","*****"
"0500000US19071","Fremont County, Iowa","6946","*****"
"0500000US19073","Greene County, Iowa","8950","*****"
"0500000US19075","Grundy County, Iowa","12299","*****"
"0500000US19077","Guthrie County, Iowa","10669","*****"
"0500000US19079","Hamilton County, Iowa","14997","*****"
"0500000US19081","Hancock County, Iowa","10802","*****"
"0500000US19083","Hardin County, Iowa","17061","*****"
"0500000US19085","Harrison County, Iowa","14089","*****"
"0500000US19087","Henry County, Iowa","19941","*****"
"0500000US19089","Howard County, Iowa","9226","*****"
"0500000US19091","Humboldt County, Iowa","9554","*****"
"0500000US19093","Ida County, Iowa","6901","*****"
"0500000US19095","Iowa County, Iowa","16189","*****"
"0500000US19097","Jackson County, Iowa","19401","*****"
"0500000US19099","Jasper County, Iowa","36971","*****"
"0500000US19101","Jefferson County, Iowa","18148","*****"
"0500000US19103","Johnson County, Iowa","148577","*****"
"0500000US19105","Jones County, Iowa","20559","*****"
"0500000US19107","Keokuk County, Iowa","10188","*****"
"0500000US19109","Kossuth County, Iowa","14978","*****"
"0500000US19111","Lee County, Iowa","34227","*****"
"0500000US19113","Linn County, Iowa","223861","*****"
"0500000US19115","Louisa County, Iowa","11178","*****"
"0500000US19117","Lucas County, Iowa","8583","*****"
"0500000US19119","Lyon County, Iowa","11776","*****"
"0500000US19121","Madison County, Iowa","16012","*****"
"0500000US19123","Mahaska County, Iowa","22164","*****"
"0500000US19125","Marion County, Iowa","33172","*****"
"0500000US19127","Marshall County, Iowa","39964","*****"
"0500000US19129","Mills County, Iowa","15034","*****"
"0500000US19131","Mitchell County, Iowa","10608","*****"
"0500000US19133","Monona County, Iowa","8730","*****"
"0500000US19135","Monroe County, Iowa","7807","*****"
"0500000US19137","Montgomery County, Iowa","10053","*****"
"0500000US19139","Muscatine County, Iowa","42889","*****"
"0500000US19141","O'Brien County, Iowa","13835","*****"
"0500000US19143","Osceola County, Iowa","6052","*****"
"0500000US19145","Page County, Iowa","15268","*****"
"0500000US19147","Palo Alto County, Iowa","9003","*****"
"0500000US19149","Plymouth County, Iowa","25068","*****"
"0500000US19151","Pocahontas County, Iowa","6797","*****"
"0500000US19153","Polk County, Iowa","479612","*****"
"0500000US19155","Pottawattamie County, Iowa","93393","*****"
"0500000US19157","Poweshiek County, Iowa","18388","*****"
"0500000US19159","Ringgold County, Iowa","4964","*****"
"0500000US19161","Sac County, Iowa","9802","*****"
"0500000US19163","Scott County, Iowa","172446","*****"
"0500000US19165","Shelby County, Iowa","11606","*****"
"0500000US19167","Sioux County, Iowa","34827","*****"
"0500000US19169","Story County, Iowa","96941","*****"
"0500000US19171","Tama County, Iowa","17032","*****"
"0500000US19173","Taylor County, Iowa","6167","*****"
"0500000US19175","Union County, Iowa","12358","*****"
"0500000US19177","Van Buren County, Iowa","7150","*****"
"0500000US19179","Wapello County, Iowa","35141","*****"
"0500000US19181","Warren County, Iowa","50076","*****"
"0500000US19183","Washington County, Iowa","22100","*****"
"0500000US19185","Wayne County, Iowa","6429","*****"
"0500000US19187","Webster County, Iowa","36545","*****"
"0500000US19189","Winnebago County, Iowa","10534","*****"
"0500000US19191","Winneshiek County, Iowa","20262","*****"
"0500000US19193","Woodbury County, Iowa","102586","*****"
"0500000US19195","Worth County, Iowa","7445","*****"
"0500000US19197","Wright County, Iowa","12739","*****"
"0500000US20001","Allen County, Kansas","12556","*****"
"0500000US20003","Anderson County, Kansas","7835","*****"
"0500000US20005","Atchison County, Kansas","16268","*****"
"0500000US20007","Barber County, Kansas","4624","147"
"0500000US20009","Barton County, Kansas","26453","*****"
"0500000US20011","Bourbon County, Kansas","14608","*****"
"0500000US20013","Brown County, Kansas","9626","*****"
"0500000US20015","Butler County, Kansas","66698","*****"
"0500000US20017","Chase County, Kansas","2637","*****"
"0500000US20019","Chautauqua County, Kansas","3323","*****"
"0500000US20021","Cherokee County, Kansas","20179","*****"
"0500000US20023","Cheyenne County, Kansas","2665","*****"
"0500000US20025","Clark County, Kansas","2026","*****"
"0500000US20027","Clay County, Kansas","8082","*****"
"0500000US20029","Cloud County, Kansas","8938","*****"
"0500000US20031","Coffey County, Kansas","8254","*****"
"0500000US20033","Comanche County, Kansas","1740","147"
"0500000US20035","Cowley County, Kansas","35351","*****"
"0500000US20037","Crawford County, Kansas","38968","*****"
"0500000US20039","Decatur County, Kansas","2860","*****"
"0500000US20041","Dickinson County, Kansas","18828","*****"
"0500000US20043","Doniphan County, Kansas","7684","*****"
"0500000US20045","Douglas County, Kansas","120290","*****"
"0500000US20047","Edwards County, Kansas","2869","*****"
"0500000US20049","Elk County, Kansas","2523","*****"
"0500000US20051","Ellis County, Kansas","28775","*****"
"0500000US20053","Ellsworth County, Kansas","6231","*****"
"0500000US20055","Finney County, Kansas","36750","*****"
"0500000US20057","Ford County, Kansas","34179","*****"
"0500000US20059","Franklin County, Kansas","25558","*****"
"0500000US20061","Geary County, Kansas","34025","*****"
"0500000US20063","Gove County, Kansas","2644","133"
"0500000US20065","Graham County, Kansas","2519","*****"
"0500000US20067","Grant County, Kansas","7467","*****"
"0500000US20069","Gray County, Kansas","6039","*****"
"0500000US20071","Greeley County, Kansas","1185","110"
"0500000US20073","Greenwood County, Kansas","6081","*****"
"0500000US20075","Hamilton County, Kansas","2591","*****"
"0500000US20077","Harper County, Kansas","5594","*****"
"0500000US20079","Harvey County, Kansas","34503","*****"
"0500000US20081","Haskell County, Kansas","4018","*****"
"0500000US20083","Hodgeman County, Kansas","1876","134"
"0500000US20085","Jackson County, Kansas","13266","*****"
"0500000US20087","Jefferson County, Kansas","18890","*****"
"0500000US20089","Jewell County, Kansas","2885","*****"
"0500000US20091","Johnson County, Kansas","591506","*****"
"0500000US20093","Kearny County, Kansas","3907","*****"
"0500000US20095","Kingman County, Kansas","7340","*****"
"0500000US20097","Kiowa County, Kansas","2505","*****"
"0500000US20099","Labette County, Kansas","20119","*****"
"0500000US20101","Lane County, Kansas","1564","133"
"0500000US20103","Leavenworth County, Kansas","80745","*****"
"0500000US20105","Lincoln County, Kansas","3044","*****"
"0500000US20107","Linn County, Kansas","9671","*****"
"0500000US20109","Logan County, Kansas","2805","*****"
"0500000US20111","Lyon County, Kansas","33251","*****"
"0500000US20113","McPherson County, Kansas","28567","*****"
"0500000US20115","Marion County, Kansas","11964","*****"
"0500000US20117","Marshall County, Kansas","9749","*****"
"0500000US20119","Meade County, Kansas","4180","*****"
"0500000US20121","Miami County, Kansas","33417","*****"
"0500000US20123","Mitchell County, Kansas","6145","*****"
"0500000US20125","Montgomery County, Kansas","32521","*****"
"0500000US20127","Morris County, Kansas","5566","*****"
"0500000US20129","Morton County, Kansas","2754","*****"
"0500000US20131","Nemaha County, Kansas","10121","*****"
"0500000US20133","Neosho County, Kansas","16108","*****"
"0500000US20135","Ness County, Kansas","2876","*****"
"0500000US20137","Norton County, Kansas","5446","*****"
"0500000US20139","Osage County, Kansas","15881","*****"
"0500000US20141","Osborne County, Kansas","3530","*****"
"0500000US20143","Ottawa County, Kansas","5822","*****"
"0500000US20145","Pawnee County, Kansas","6629","*****"
"0500000US20147","Phillips County, Kansas","5340","*****"
"0500000US20149","Pottawatomie County, Kansas","23847","*****"
"0500000US20151","Pratt County, Kansas","9452","*****"
"0500000US20153","Rawlins County, Kansas","2502","*****"
"0500000US20155","Reno County, Kansas","62765","*****"
"0500000US20157","Republic County, Kansas","4658","*****"
"0500000US20159","Rice County, Kansas","9658","*****"
"0500000US20161","Riley County, Kansas","75056","*****"
"0500000US20163","Rooks County, Kansas","5053","*****"
"0500000US20165","Rush County, Kansas","3022","134"
"0500000US20167","Russell County, Kansas","6948","*****"
"0500000US20169","Saline County, Kansas","54701","*****"
"0500000US20171","Scott County, Kansas","4917","*****"
"0500000US20173","Sedgwick County, Kansas","513375","*****"
"0500000US20175","Seward County, Kansas","22349","*****"
"0500000US20177","Shawnee County, Kansas","177852","*****"
"0500000US20179","Sheridan County, Kansas","2506","*****"
"0500000US20181","Sherman County, Kansas","5938","*****"
"0500000US20183","Smith County, Kansas","3627","*****"
"0500000US20185","Stafford County, Kansas","4181","*****"
"0500000US20187","Stanton County, Kansas","2052","*****"
"0500000US20189","Stevens County, Kansas","5603","*****"
"0500000US20191","Sumner County, Kansas","23114","*****"
"0500000US20193","Thomas County, Kansas","7810","*****"
"0500000US20195","Trego County, Kansas","2840","*****"
"0500000US20197","Wabaunsee County, Kansas","6889","*****"
"0500000US20199","Wallace County, Kansas","1574","110"
"0500000US20201","Washington County, Kansas","5493","*****"
"0500000US20203","Wichita County, Kansas","2130","*****"
"0500000US20205","Wilson County, Kansas","8688","*****"
"0500000US20207","Woodson County, Kansas","3157","*****"
"0500000US20209","Wyandotte County, Kansas","164861","*****"
"0500000US21001","Adair County, Kentucky","19222","*****"
"0500000US21003","Allen County, Kentucky","20944","*****"
"0500000US21005","Anderson County, Kentucky","22409","*****"
"0500000US21007","Ballard County, Kentucky","8032","*****"
"0500000US21009","Barren County, Kentucky","43884","*****"
"0500000US21011","Bath County, Kentucky","12355","*****"
"0500000US21013","Bell County, Kentucky","26791","*****"
"0500000US21015","Boone County, Kentucky","130820","*****"
"0500000US21017","Bourbon County, Kentucky","20058","*****"
"0500000US21019","Boyd County, Kentucky","47682","*****"
"0500000US21021","Boyle County, Kentucky","29972","*****"
"0500000US21023","Bracken County, Kentucky","8305","*****"
"0500000US21025","Breathitt County, Kentucky","12977","*****"
"0500000US21027","Breckinridge County, Kentucky","20176","*****"
"0500000US21029","Bullitt County, Kentucky","80171","*****"
"0500000US21031","Butler County, Kentucky","12764","*****"
"0500000US21033","Caldwell County, Kentucky","12702","*****"
"0500000US21035","Calloway County, Kentucky","38837","*****"
"0500000US21037","Campbell County, Kentucky","92861","*****"
"0500000US21039","Carlisle County, Kentucky","4784","*****"
"0500000US21041","Carroll County, Kentucky","10671","*****"
"0500000US21043","Carter County, Kentucky","27159","*****"
"0500000US21045","Casey County, Kentucky","15885","*****"
"0500000US21047","Christian County, Kentucky","71414","*****"
"0500000US21049","Clark County, Kentucky","35971","*****"
"0500000US21051","Clay County, Kentucky","20368","*****"
"0500000US21053","Clinton County, Kentucky","10193","*****"
"0500000US21055","Crittenden County, Kentucky","9000","*****"
"0500000US21057","Cumberland County, Kentucky","6697","*****"
"0500000US21059","Daviess County, Kentucky","100474","*****"
"0500000US21061","Edmonson County, Kentucky","12138","*****"
"0500000US21063","Elliott County, Kentucky","7510","*****"
"0500000US21065","Estill County, Kentucky","14224","*****"
"0500000US21067","Fayette County, Kentucky","320601","*****"
"0500000US21069","Fleming County, Kentucky","14513","*****"
"0500000US21071","Floyd County, Kentucky","36456","*****"
"0500000US21073","Franklin County, Kentucky","50529","*****"
"0500000US21075","Fulton County, Kentucky","6130","*****"
"0500000US21077","Gallatin County, Kentucky","8737","*****"
"0500000US21079","Garrard County, Kentucky","17445","*****"
"0500000US21081","Grant County, Kentucky","24951","*****"
"0500000US21083","Graves County, Kentucky","37248","*****"
"0500000US21085","Grayson County, Kentucky","26247","*****"
"0500000US21087","Green County, Kentucky","10979","*****"
"0500000US21089","Greenup County, Kentucky","35555","*****"
"0500000US21091","Hancock County, Kentucky","8720","*****"
"0500000US21093","Hardin County, Kentucky","108527","*****"
"0500000US21095","Harlan County, Kentucky","26699","*****"
"0500000US21097","Harrison County, Kentucky","18722","*****"
"0500000US21099","Hart County, Kentucky","18729","*****"
"0500000US21101","Henderson County, Kentucky","45829","*****"
"0500000US21103","Henry County, Kentucky","15911","*****"
"0500000US21105","Hickman County, Kentucky","4510","*****"
"0500000US21107","Hopkins County, Kentucky","45331","*****"
"0500000US21109","Jackson County, Kentucky","13369","*****"
"0500000US21111","Jefferson County, Kentucky","767419","*****"
"0500000US21113","Jessamine County, Kentucky","53032","*****"
"0500000US21115","Johnson County, Kentucky","22634","*****"
"0500000US21117","Kenton County, Kentucky","165668","*****"
"0500000US21119","Knott County, Kentucky","15260","*****"
"0500000US21121","Knox County, Kentucky","31365","*****"
"0500000US21123","Larue County, Kentucky","14204","*****"
"0500000US21125","Laurel County, Kentucky","60357","*****"
"0500000US21127","Lawrence County, Kentucky","15671","*****"
"0500000US21129","Lee County, Kentucky","6881","*****"
"0500000US21131","Leslie County, Kentucky","10283","*****"
"0500000US21133","Letcher County, Kentucky","22295","*****"
"0500000US21135","Lewis County, Kentucky","13417","*****"
"0500000US21137","Lincoln County, Kentucky","24476","*****"
"0500000US21139","Livingston County, Kentucky","9235","*****"
"0500000US21141","Logan County, Kentucky","26902","*****"
"0500000US21143","Lyon County, Kentucky","8271","*****"
"0500000US21145","McCracken County, Kentucky","65268","*****"
"0500000US21147","McCreary County, Kentucky","17465","*****"
"0500000US21149","McLean County, Kentucky","9283","*****"
"0500000US21151","Madison County, Kentucky","90802","*****"
"0500000US21153","Magoffin County, Kentucky","12491","*****"
"0500000US21155","Marion County, Kentucky","19244","*****"
"0500000US21157","Marshall County, Kentucky","31192","*****"
"0500000US21159","Martin County, Kentucky","11648","*****"
"0500000US21161","Mason County, Kentucky","17112","*****"
"0500000US21163","Meade County, Kentucky","28182","*****"
"0500000US21165","Menifee County, Kentucky","6443","*****"
"0500000US21167","Mercer County, Kentucky","21592","*****"
"0500000US21169","Metcalfe County, Kentucky","10036","*****"
"0500000US21171","Monroe County, Kentucky","10627","*****"
"0500000US21173","Montgomery County, Kentucky","27884","*****"
"0500000US21175","Morgan County, Kentucky","13288","*****"
"0500000US21177","Muhlenberg County, Kentucky","30951","*****"
"0500000US21179","Nelson County, Kentucky","45650","*****"
"0500000US21181","Nicholas County, Kentucky","7153","*****"
"0500000US21183","Ohio County, Kentucky","24071","*****"
"0500000US21185","Oldham County, Kentucky","65967","*****"
"0500000US21187","Owen County, Kentucky","10796","*****"
"0500000US21189","Owsley County, Kentucky","4442","*****"
"0500000US21191","Pendleton County, Kentucky","14572","*****"
"0500000US21193","Perry County, Kentucky","26624","*****"
"0500000US21195","Pike County, Kentucky","59497","*****"
"0500000US21197","Powell County, Kentucky","12304","*****"
"0500000US21199","Pulaski County, Kentucky","64350","*****"
"0500000US21201","Robertson County, Kentucky","2123","*****"
"0500000US21203","Rockcastle County, Kentucky","16820","*****"
"0500000US21205","Rowan County, Kentucky","24507","*****"
"0500000US21207","Russell County, Kentucky","17778","*****"
"0500000US21209","Scott County, Kentucky","54667","*****"
"0500000US21211","Shelby County, Kentucky","47325","*****"
"0500000US21213","Simpson County, Kentucky","18183","*****"
"0500000US21215","Spencer County, Kentucky","18680","*****"
"0500000US21217","Taylor County, Kentucky","25571","*****"
"0500000US21219","Todd County, Kentucky","12316","*****"
"0500000US21221","Trigg County, Kentucky","14449","*****"
"0500000US21223","Trimble County, Kentucky","8558","*****"
"0500000US21225","Union County, Kentucky","14638","*****"
"0500000US21227","Warren County, Kentucky","128652","*****"
"0500000US21229","Washington County, Kentucky","12023","*****"
"0500000US21231","Wayne County, Kentucky","20546","*****"
"0500000US21233","Webster County, Kentucky","13068","*****"
"0500000US21235","Whitley County, Kentucky","36131","*****"
"0500000US21237","Wolfe County, Kentucky","7207","*****"
"0500000US21239","Woodford County, Kentucky","26318","*****"
"0500000US22001","Acadia Parish, Louisiana","62457","*****"
"0500000US22003","Allen Parish, Louisiana","25618","*****"
"0500000US22005","Ascension Parish, Louisiana","123114","*****"
"0500000US22007","Assumption Parish, Louisiana","22478","*****"
"0500000US22009","Avoyelles Parish, Louisiana","40669","*****"
"0500000US22011","Beauregard Parish, Louisiana","37043","*****"
"0500000US22013","Bienville Parish, Louisiana","13564","*****"
"0500000US22015","Bossier Parish, Louisiana","126499","*****"
"0500000US22017","Caddo Parish, Louisiana","245831","*****"
"0500000US22019","Calcasieu Parish, Louisiana","201619","*****"
"0500000US22021","Caldwell Parish, Louisiana","9992","*****"
"0500000US22023","Cameron Parish, Louisiana","6930","*****"
"0500000US22025","Catahoula Parish, Louisiana","9766","*****"
"0500000US22027","Claiborne Parish, Louisiana","15985","*****"
"0500000US22029","Concordia Parish, Louisiana","19778","*****"
"0500000US22031","De Soto Parish, Louisiana","27289","*****"
"0500000US22033","East Baton Rouge Parish, Louisiana","443763","*****"
"0500000US22035","East Carroll Parish, Louisiana","7096","*****"
"0500000US22037","East Feliciana Parish, Louisiana","19371","*****"
"0500000US22039","Evangeline Parish, Louisiana","33589","*****"
"0500000US22041","Franklin Parish, Louisiana","20238","*****"
"0500000US22043","Grant Parish, Louisiana","22340","*****"
"0500000US22045","Iberia Parish, Louisiana","71887","*****"
"0500000US22047","Iberville Parish, Louisiana","32822","*****"
"0500000US22049","Jackson Parish, Louisiana","15879","*****"
"0500000US22051","Jefferson Parish, Louisiana","434850","*****"
"0500000US22053","Jefferson Davis Parish, Louisiana","31441","*****"
"0500000US22055","Lafayette Parish, Louisiana","241973","*****"
"0500000US22057","Lafourche Parish, Louisiana","98108","*****"
"0500000US22059","LaSalle Parish, Louisiana","14936","*****"
"0500000US22061","Lincoln Parish, Louisiana","47246","*****"
"0500000US22063","Livingston Parish, Louisiana","138928","*****"
"0500000US22065","Madison Parish, Louisiana","11306","*****"
"0500000US22067","Morehouse Parish, Louisiana","25610","*****"
"0500000US22069","Natchitoches Parish, Louisiana","38769","*****"
"0500000US22071","Orleans Parish, Louisiana","390845","*****"
"0500000US22073","Ouachita Parish, Louisiana","155494","*****"
"0500000US22075","Plaquemines Parish, Louisiana","23338","*****"
"0500000US22077","Pointe Coupee Parish, Louisiana","22016","*****"
"0500000US22079","Rapides Parish, Louisiana","130970","*****"
"0500000US22081","Red River Parish, Louisiana","8565","*****"
"0500000US22083","Richland Parish, Louisiana","20350","*****"
"0500000US22085","Sabine Parish, Louisiana","23991","*****"
"0500000US22087","St. Bernard Parish, Louisiana","46266","*****"
"0500000US22089","St. Charles Parish, Louisiana","52773","*****"
"0500000US22091","St. Helena Parish, Louisiana","10297","*****"
"0500000US22093","St. James Parish, Louisiana","21308","*****"
"0500000US22095","St. John the Baptist Parish, Louisiana","43242","*****"
"0500000US22097","St. Landry Parish, Louisiana","83172","*****"
"0500000US22099","St. Martin Parish, Louisiana","53732","*****"
"0500000US22101","St. Mary Parish, Louisiana","50968","*****"
"0500000US22103","St. Tammany Parish, Louisiana","255155","*****"
"0500000US22105","Tangipahoa Parish, Louisiana","132057","*****"
"0500000US22107","Tensas Parish, Louisiana","4561","*****"
"0500000US22109","Terrebonne Parish, Louisiana","112054","*****"
"0500000US22111","Union Parish, Louisiana","22353","*****"
"0500000US22113","Vermilion Parish, Louisiana","59865","*****"
"0500000US22115","Vernon Parish, Louisiana","49646","*****"
"0500000US22117","Washington Parish, Louisiana","46435","*****"
"0500000US22119","Webster Parish, Louisiana","39242","*****"
"0500000US22121","West Baton Rouge Parish, Louisiana","26101","*****"
"0500000US22123","West Carroll Parish, Louisiana","11041","*****"
"0500000US22125","West Feliciana Parish, Louisiana","15428","*****"
"0500000US22127","Winn Parish, Louisiana","14313","*****"
"0500000US23001","Androscoggin County, Maine","107602","*****"
"0500000US23003","Aroostook County, Maine","67809","*****"
"0500000US23005","Cumberland County, Maine","292307","*****"
"0500000US23007","Franklin County, Maine","29982","*****"
"0500000US23009","Hancock County, Maine","54601","*****"
"0500000US23011","Kennebec County, Maine","121753","*****"
"0500000US23013","Knox County, Maine","39759","*****"
"0500000US23015","Lincoln County, Maine","34201","*****"
"0500000US23017","Oxford County, Maine","57550","*****"
"0500000US23019","Penobscot County, Maine","151774","*****"
"0500000US23021","Piscataquis County, Maine","16836","*****"
"0500000US23023","Sagadahoc County, Maine","35452","*****"
"0500000US23025","Somerset County, Maine","50520","*****"
"0500000US23027","Waldo County, Maine","39539","*****"
"0500000US23029","Washington County, Maine","31491","*****"
"0500000US23031","York County, Maine","204316","*****"
"0500000US24001","Allegany County, Maryland","71445","*****"
"0500000US24003","Anne Arundel County, Maryland","571275","*****"
"0500000US24005","Baltimore County, Maryland","828018","*****"
"0500000US24009","Calvert County, Maryland","91511","*****"
"0500000US24011","Caroline County, Maryland","33049","*****"
"0500000US24013","Carroll County, Maryland","167699","*****"
"0500000US24015","Cecil County, Maryland","102552","*****"
"0500000US24017","Charles County, Maryland","159428","*****"
"0500000US24019","Dorchester County, Maryland","32138","*****"
"0500000US24021","Frederick County, Maryland","251422","*****"
"0500000US24023","Garrett County, Maryland","29235","*****"
"0500000US24025","Harford County, Maryland","252222","*****"
"0500000US24027","Howard County, Maryland","318855","*****"
"0500000US24029","Kent County, Maryland","19536","*****"
"0500000US24031","Montgomery County, Maryland","1043530","*****"
"0500000US24033","Prince George's County, Maryland","908670","*****"
"0500000US24035","Queen Anne's County, Maryland","49632","*****"
"0500000US24037","St. Mary's County, Maryland","112290","*****"
"0500000US24039","Somerset County, Maryland","25729","*****"
"0500000US24041","Talbot County, Maryland","37167","*****"
"0500000US24043","Washington County, Maryland","150109","*****"
"0500000US24045","Wicomico County, Maryland","102539","*****"
"0500000US24047","Worcester County, Maryland","51765","*****"
"0500000US24510","Baltimore city, Maryland","609032","*****"
"0500000US25001","Barnstable County, Massachusetts","213496","*****"
"0500000US25003","Berkshire County, Massachusetts","126425","*****"
"0500000US25005","Bristol County, Massachusetts","561037","*****"
"0500000US25007","Dukes County, Massachusetts","17312","*****"
"0500000US25009","Essex County, Massachusetts","783676","*****"
"0500000US25011","Franklin County, Massachusetts","70577","*****"
"0500000US25013","Hampden County, Massachusetts","467871","*****"
"0500000US25015","Hampshire County, Massachusetts","161032","*****"
"0500000US25017","Middlesex County, Massachusetts","1600842","*****"
"0500000US25019","Nantucket County, Massachusetts","11168","*****"
"0500000US25021","Norfolk County, Massachusetts","700437","*****"
"0500000US25023","Plymouth County, Massachusetts","515303","*****"
"0500000US25025","Suffolk County, Massachusetts","796605","*****"
"0500000US25027","Worcester County, Massachusetts","824772","*****"
"0500000US26001","Alcona County, Michigan","10353","*****"
"0500000US26003","Alger County, Michigan","9151","*****"
"0500000US26005","Allegan County, Michigan","116143","*****"
"0500000US26007","Alpena County, Michigan","28520","*****"
"0500000US26009","Antrim County, Michigan","23206","*****"
"0500000US26011","Arenac County, Michigan","15070","*****"
"0500000US26013","Baraga County, Michigan","8421","*****"
"0500000US26015","Barry County, Michigan","60540","*****"
"0500000US26017","Bay County, Michigan","104104","*****"
"0500000US26019","Benzie County, Michigan","17615","*****"
"0500000US26021","Berrien County, Michigan","154133","*****"
"0500000US26023","Branch County, Michigan","43513","*****"
"0500000US26025","Calhoun County, Michigan","134212","*****"
"0500000US26027","Cass County, Michigan","51523","*****"
"0500000US26029","Charlevoix County, Michigan","26188","*****"
"0500000US26031","Cheboygan County, Michigan","25418","*****"
"0500000US26033","Chippewa County, Michigan","37629","*****"
"0500000US26035","Clare County, Michigan","30651","*****"
"0500000US26037","Clinton County, Michigan","78389","*****"
"0500000US26039","Crawford County, Michigan","13892","*****"
"0500000US26041","Delta County, Michigan","36026","*****"
"0500000US26043","Dickinson County, Michigan","25439","*****"
"0500000US26045","Eaton County, Michigan","109456","*****"
"0500000US26047","Emmet County, Michigan","33104","*****"
"0500000US26049","Genesee County, Michigan","407875","*****"
"0500000US26051","Gladwin County, Michigan","25279","*****"
"0500000US26053","Gogebic County, Michigan","15061","*****"
"0500000US26055","Grand Traverse County, Michigan","92181","*****"
"0500000US26057","Gratiot County, Michigan","40916","*****"
"0500000US26059","Hillsdale County, Michigan","45757","*****"
"0500000US26061","Houghton County, Michigan","36070","*****"
"0500000US26063","Huron County, Michigan","31349","*****"
"0500000US26065","Ingham County, Michigan","290587","*****"
"0500000US26067","Ionia County, Michigan","64300","*****"
"0500000US26069","Iosco County, Michigan","25197","*****"
"0500000US26071","Iron County, Michigan","11152","*****"
"0500000US26073","Isabella County, Michigan","70688","*****"
"0500000US26075","Jackson County, Michigan","158636","*****"
"0500000US26077","Kalamazoo County, Michigan","262745","*****"
"0500000US26079","Kalkaska County, Michigan","17585","*****"
"0500000US26081","Kent County, Michigan","648121","*****"
"0500000US26083","Keweenaw County, Michigan","2111","*****"
"0500000US26085","Lake County, Michigan","11852","*****"
"0500000US26087","Lapeer County, Michigan","88038","*****"
"0500000US26089","Leelanau County, Michigan","21652","*****"
"0500000US26091","Lenawee County, Michigan","98381","*****"
"0500000US26093","Livingston County, Michigan","189754","*****"
"0500000US26095","Luce County, Michigan","6338","*****"
"0500000US26097","Mackinac County, Michigan","10780","*****"
"0500000US26099","Macomb County, Michigan","870325","*****"
"0500000US26101","Manistee County, Michigan","24457","*****"
"0500000US26103","Marquette County, Michigan","66686","*****"
"0500000US26105","Mason County, Michigan","28954","*****"
"0500000US26107","Mecosta County, Michigan","43251","*****"
"0500000US26109","Menominee County, Michigan","23074","*****"
"0500000US26111","Midland County, Michigan","83355","*****"
"0500000US26113","Missaukee County, Michigan","15028","*****"
"0500000US26115","Monroe County, Michigan","149727","*****"
"0500000US26117","Montcalm County, Michigan","63413","*****"
"0500000US26119","Montmorency County, Michigan","9265","*****"
"0500000US26121","Muskegon County, Michigan","173297","*****"
"0500000US26123","Newaygo County, Michigan","48366","*****"
"0500000US26125","Oakland County, Michigan","1253185","*****"
"0500000US26127","Oceana County, Michigan","26416","*****"
"0500000US26129","Ogemaw County, Michigan","20898","*****"
"0500000US26131","Ontonagon County, Michigan","5877","*****"
"0500000US26133","Osceola County, Michigan","23290","*****"
"0500000US26135","Oscoda County, Michigan","8248","*****"
"0500000US26137","Otsego County, Michigan","24490","*****"
"0500000US26139","Ottawa County, Michigan","286558","*****"
"0500000US26141","Presque Isle County, Michigan","12714","*****"
"0500000US26143","Roscommon County, Michigan","23851","*****"
"0500000US26145","Saginaw County, Michigan","191821","*****"
"0500000US26147","St. Clair County, Michigan","159247","*****"
"0500000US26149","St. Joseph County, Michigan","60836","*****"
"0500000US26151","Sanilac County, Michigan","41295","*****"
"0500000US26153","Schoolcraft County, Michigan","8048","*****"
"0500000US26155","Shiawassee County, Michigan","68340","*****"
"0500000US26157","Tuscola County, Michigan","52939","*****"
"0500000US26159","Van Buren County, Michigan","75358","*****"
"0500000US26161","Washtenaw County, Michigan","367000","*****"
