,Lat,Lng,Income
216,33.7174708,-117.8311428,90234.0
217,39.0915751,-120.8039474,89691.0
218,39.99268319999999,-120.8039474,55359.0
219,33.9532966,-117.3961192,67005.0
220,38.47467,-121.3541631,67151.0
221,36.5760883,-120.9876321,86958.0
222,34.9592083,-116.419389,63362.0
223,32.7157305,-117.1610966,78980.0
224,37.7749295,-122.4194155,112449.0
225,37.9175935,-121.1710389,64432.0
226,35.3102296,-120.4357631,73518.0
227,37.4337342,-122.4014193,122641.0
228,34.4208321,-119.6982057,74624.0
229,37.3336581,-121.8907041,124055.0
230,37.0453988,-121.9579578,82234.0
231,40.7908864,-121.8474493,54667.0
232,39.5532845,-120.2512728,52148.0
233,41.7743261,-122.5770126,45241.0
234,38.3104969,-121.9017954,81472.0
235,38.5779555,-122.9888319,81018.0
236,37.5090711,-120.9876321,60704.0
237,39.0219764,-121.6739371,59050.0
238,40.0982197,-122.174605,44514.0
239,40.6329485,-123.0622553,40846.0
240,36.1341739,-118.8596804,49687.0
241,38.029655,-119.9740534,60108.0
242,34.3704884,-119.1390642,88131.0
243,38.7646021,-121.9017954,70228.0
244,39.2547027,-121.3998995,58054.0
245,39.8398269,-104.1930918,71202.0
246,37.654039,-105.876004,37515.0
247,39.62031,-104.332644,77469.0
248,37.1604318,-107.0067031,52221.0
249,37.394731,-102.5298028,35878.0
250,38.0036339,-103.0817903,30900.0
251,40.1512114,-105.5005483,83019.0
252,39.9205411,-105.0866504,96416.0
253,38.7536679,-106.2522143,55771.0
254,38.8002562,-102.6216211,53977.0
255,39.6904464,-105.6412527,67060.0
256,37.2689711,-106.2522143,36084.0
257,37.2049596,-105.5005483,30965.0
258,38.2498631,-103.8216261,42135.0
259,38.0615578,-105.3131185,53119.0
260,38.8531357,-107.763621,45269.0
261,39.7392358,-104.990251,68592.0
262,37.7530272,-108.5225709,45972.0
263,39.2587106,-104.9388853,119730.0
264,39.576406,-106.7234639,84790.0
265,39.35370040000001,-104.1930918,99199.0
266,38.9108325,-104.4723301,68779.0
267,38.5306514,-105.5005483,49409.0
268,39.6584775,-107.763621,75937.0
269,39.8770159,-105.4536718,76429.0
270,40.0727382,-106.0640179,71198.0
271,38.6437083,-107.0067031,56577.0
272,37.9316309,-107.3848831,56339.0
273,37.6125984,-104.9388853,38137.0
274,40.6819242,-106.2522143,53300.0
275,39.5800298,-105.2662931,82986.0
276,38.3769671,-102.7135121,41731.0
277,39.3844507,-102.5298028,49349.0
278,39.1941167,-106.2992912,50565.0
279,37.2125857,-107.763621,68685.0
280,40.6955572,-105.5943388,71881.0
281,37.2994909,-104.1001326,41817.0
282,39.0457549,-103.3587288,47258.0
283,40.7056181,-102.989615,53318.0
284,38.9585381,-108.6175626,55379.0
285,37.6583677,-107.0067031,62188.0
286,40.6138379,-108.2377519,57229.0
287,37.3257517,-108.6175626,49470.0
288,38.468304,-108.1428669,50489.0
289,40.2989226,-103.7289167,53682.0
290,37.9397663,-103.6362715,38169.0
291,38.2016133,-107.763621,66417.0
292,39.0897928,-105.5943388,73622.0
293,40.53713339999999,-102.3463875,51155.0
294,39.159101,-106.8178377,78935.0
295,37.84337560000001,-102.2547919,41929.0
296,38.2528534,-104.4723301,46783.0
297,39.9814297,-108.2377519,54357.0
298,37.5749508,-106.4405872,39123.0
299,40.4771623,-107.1011931,77443.0
300,38.0019623,-106.3463791,38571.0
301,37.7573704,-107.71625,54625.0
302,37.9781237,-108.1428669,67038.0
303,40.8568843,-102.3463875,43150.0
304,39.5911871,-106.0640179,79277.0
305,38.86115789999999,-105.1726816,66592.0
306,40.063745,-102.989615,50094.0
307,40.3920718,-104.7158226,74150.0
308,40.1448234,-102.2547919,52022.0
309,41.2559654,-73.37086959999999,95645.0
310,41.7924343,-72.8042797,75148.0
311,41.7866294,-73.2765361,79906.0
312,41.46985050000001,-72.4731529,85898.0
313,41.3266911,-72.8042797,69905.0
314,41.5185189,-72.0468164,73490.0
315,41.8418987,-72.37846789999999,87069.0
316,41.8275622,-72.0468164,66550.0
317,39.1440612,-75.4344727,60910.0
318,39.5392979,-75.667356,73892.0
319,38.65308410000001,-75.4344727,63162.0
320,38.9071923,-77.0368707,86420.0
321,29.6579549,-82.3017728,49689.0
322,30.3931168,-82.3017728,63275.0
323,30.1805306,-85.684578,54316.0
324,29.97238179999999,-82.1713632,45921.0
325,28.263933,-80.7214417,56775.0
326,26.190096,-80.365865,59547.0
327,30.3475302,-85.1894045,38568.0
328,26.8946009,-81.909826,51499.0
329,28.8848842,-82.5185837,44237.0
330,29.9943564,-81.77870209999999,65740.0
331,26.069985,-81.42789839999999,69653.0
332,30.1812696,-82.605118,46494.0
333,27.2142078,-81.77870209999999,35438.0
334,29.5207227,-83.1649001,39828.0
335,30.3500511,-81.6035062,55807.0
336,30.6389408,-87.3413599,50915.0
337,29.4086072,-81.2518833,54514.0
338,29.7817695,-84.8567932,46643.0
339,30.5562947,-84.6479124,41401.0
340,29.6871128,-82.82097399999999,43640.0
341,26.984415,-81.0754657,40977.0
342,29.8001623,-85.35496499999999,47712.0
343,30.47559579999999,-82.95015579999999,38569.0
344,27.4501733,-81.8224362,38682.0
345,26.6105319,-81.0754657,40820.0
346,28.5578826,-82.4752757,48812.0
347,27.3400286,-81.34002679999999,40942.0
348,27.9903597,-82.3017728,58884.0
349,30.8740806,-85.80766,39102.0
350,27.6947732,-80.54384499999999,54740.0
351,30.7150882,-85.1894045,39872.0
352,30.4311978,-83.8897057,47240.0
353,30.0299573,-83.2077645,50165.0
354,28.702847,-81.77870209999999,54513.0
355,26.6630286,-81.9534815,57832.0
356,30.4906177,-84.1857115,53106.0
357,29.3178545,-82.82097399999999,37326.0
358,30.1507777,-84.8567932,38015.0
359,30.4586334,-83.5070203,37037.0
360,27.4799195,-82.34518899999999,59009.0
361,29.2787765,-82.12783999999999,45371.0
362,27.0804935,-80.4103957,61133.0
363,25.5516034,-80.6326916,51347.0
364,24.5557001,-81.78259849999999,70033.0
365,30.5927334,-81.8224362,69943.0
366,30.57734009999999,-86.6611083,63412.0
367,27.3462015,-80.89865019999999,41760.0
368,28.4844995,-81.2518833,58254.0
369,28.1019838,-81.0754657,52279.0
370,26.6514503,-80.2767327,63299.0
371,28.3232418,-82.4319405,52828.0
372,27.876394,-82.7778579,54090.0
373,27.8617347,-81.6911559,50584.0
374,29.6265157,-81.77870209999999,37670.0
375,29.9719419,-81.42789839999999,82252.0
376,27.3225563,-80.54384499999999,52322.0
377,30.7689907,-86.9824288,67949.0
378,27.1995986,-82.34518899999999,62236.0
379,28.7131688,-81.20781640000001,66768.0
380,28.6747526,-82.08429009999999,57226.0
381,30.24850959999999,-82.99316069999999,47839.0
382,30.0993767,-83.67739279999999,40306.0
383,30.0745112,-82.34518899999999,44270.0
384,29.0279842,-81.0754657,49494.0
385,30.1301689,-84.3542049,61410.0
386,30.56401989999999,-86.17517590000001,58093.0
387,30.548737,-85.684578,37022.0
388,31.712238,-82.25832969999999,40304.0
389,31.2932161,-82.8640623,37197.0
390,31.5412085,-82.4319405,37519.0
391,31.2816037,-84.4802606,32917.0
392,33.0338083,-83.2934086,43672.0
393,34.378542,-83.46435509999999,47811.0
394,34.0142667,-83.6986568,62345.0
395,34.2660473,-84.8150781,57423.0
396,31.7664035,-83.2077645,32229.0
397,31.3118535,-83.2077645,40415.0
398,32.7865735,-83.7199136,41334.0
399,32.4087854,-83.3789389,48174.0
400,31.1510963,-81.9971108,38857.0
401,30.8730159,-83.54965659999999,38285.0
402,32.0236584,-81.47183869999999,72624.0
403,32.3595678,-81.77870209999999,45550.0
404,33.088805,-81.9534815,44151.0
405,33.2691443,-83.9532571,43471.0
406,31.5621777,-84.6479124,34167.0
407,30.898276,-81.6035062,56951.0
408,32.4241804,-82.08429009999999,33736.0
409,33.5642239,-85.0649071,53737.0
410,34.8981727,-85.14793639999999,56235.0
411,30.7917361,-82.08429009999999,41961.0
412,31.9994194,-81.1196075,56842.0
413,32.2952274,-84.8150781,47096.0
414,34.4632661,-85.31362179999999,36807.0
415,34.2514526,-84.4802606,82740.0
416,33.9519347,-83.357567,38623.0
417,31.6447931,-85.0025539,22325.0
418,33.5571944,-84.375233,47864.0
419,30.9716985,-82.82097399999999,27658.0
420,33.8999297,-84.56414699999999,77932.0
421,31.5182285,-82.82097399999999,40859.0
422,31.2072856,-83.8473015,36435.0
423,33.5098514,-82.25832969999999,82339.0
424,31.1428037,-83.46435509999999,41854.0
425,33.3716708,-84.7315563,75913.0
426,32.7090798,-83.9744262,46283.0
427,31.8875724,-83.804868,36042.0
428,34.9109017,-85.47880649999999,42581.0
429,34.412912,-84.14351359999999,66281.0
430,30.8720058,-84.5222189,41481.0
431,33.7742694,-84.29938779999999,62399.0
432,32.1287268,-83.2077645,39302.0
433,32.1593447,-83.804868,37340.0
434,31.5439375,-84.2278796,39584.0
435,33.7290225,-84.7315563,63835.0
436,31.3901106,-84.8984775,30640.0
437,30.7503289,-82.95015579999999,39494.0
438,32.378148,-81.38393260000001,66822.0
439,34.0795372,-82.8640623,38678.0
440,32.5726629,-82.3017728,37453.0
441,32.1427011,-81.909826,42607.0
442,34.8580405,-84.2278796,47997.0
443,33.4502206,-84.4802606,90145.0
444,34.2828967,-85.2308414,48336.0
445,34.2358502,-84.14351359999999,107218.0
446,34.3645724,-83.2077645,42488.0
447,33.8033965,-84.3962535,69673.0
448,34.6935359,-84.4802606,52625.0
449,33.2422994,-82.6267345,45000.0
450,31.2624169,-81.6035062,52977.0
451,34.4891699,-84.8567932,45865.0
452,30.9050079,-84.2278796,43531.0
453,33.5186591,-83.1649001,52129.0
454,33.9190653,-84.01674229999999,71026.0
455,34.6478893,-83.54965659999999,50563.0
456,34.30778,-83.804868,62984.0
457,33.2882621,-83.03613759999999,31860.0
458,33.8021715,-85.1900684,48550.0
459,32.7032697,-84.8567932,76319.0
460,34.3500039,-82.95015579999999,43204.0
461,33.2990406,-85.14793639999999,51358.0
462,33.4347963,-84.14351359999999,71288.0
463,32.4219655,-83.63484299999999,61723.0
464,31.5893221,-83.2934086,37736.0
465,34.1174511,-83.54965659999999,65385.0
466,33.3246924,-83.7199136,51250.0
467,31.8234851,-82.605118,36669.0
468,33.0740753,-82.4319405,33944.0
469,32.7781246,-81.9971108,27375.0
470,32.7308194,-82.6915429,42446.0
471,33.0002582,-83.5070203,56020.0
472,33.0765883,-84.14351359999999,44846.0
473,31.02912689999999,-83.03613759999999,40986.0
474,32.433014,-82.99316069999999,39120.0
475,31.8128435,-84.14351359999999,69280.0
476,31.842969,-81.47183869999999,48007.0
477,33.7875101,-82.4319405,39742.0
478,31.7755541,-81.8224362,54605.0
479,30.8600022,-83.2934086,42441.0
480,34.5813972,-83.9744262,51790.0
481,33.5258626,-82.5185837,43468.0
482,31.4748147,-81.38393260000001,49504.0
483,32.3523607,-84.05902900000001,32161.0
484,34.0990245,-83.2077645,52500.0
485,32.328102,-84.5222189,44643.0
486,33.0561282,-84.68974949999999,37121.0
487,31.2008218,-84.7315563,44542.0
488,31.2230067,-84.1857115,38116.0
489,32.9746846,-83.8897057,54754.0
490,32.1802095,-82.5185837,41996.0
491,33.5794186,-83.46435509999999,66178.0
492,34.7928029,-84.7315563,48033.0
493,32.4794133,-84.8984775,46408.0
494,33.5544296,-83.8473015,56316.0
495,33.8231988,-83.4430118,90751.0
496,33.9119731,-83.03613759999999,47120.0
497,33.9142037,-84.8984775,68370.0
498,32.5892926,-83.8260884,46636.0
499,34.4497166,-84.4592701,67631.0
500,31.343806,-82.1713632,42804.0
501,33.0881873,-84.3962535,64878.0
502,34.0132398,-85.14793639999999,44891.0
503,32.232644,-83.46435509999999,45148.0
504,33.3069978,-83.3789389,51606.0
505,31.8485969,-84.981754,26667.0
506,34.9027286,-83.3789389,42500.0
507,31.7913398,-84.68974949999999,31699.0
508,33.3205339,-82.08429009999999,42728.0
509,33.6752492,-84.0378894,60189.0
510,32.2736136,-84.3121264,44448.0
511,32.7074673,-81.6035062,39842.0
512,30.9331429,-84.8984775,33357.0
513,33.2636732,-84.3121264,47111.0
514,34.5458998,-83.2934086,47164.0
515,32.1141344,-84.8150781,29732.0
516,31.9981596,-84.2278796,36681.0
517,32.6891322,-84.5222189,38549.0
518,33.56978780000001,-82.8855961,37446.0
519,32.0634576,-82.08429009999999,40730.0
520,32.5407455,-84.2278796,33832.0
521,31.8907647,-82.99316069999999,32405.0
522,31.7370079,-84.4802606,34768.0
523,30.8417409,-83.8473015,43740.0
524,31.4205597,-83.54965659999999,45639.0
525,32.0795072,-82.34518899999999,40175.0
526,34.9208214,-83.7199136,48219.0
527,32.3870233,-82.5834947,32241.0
528,33.0698575,-85.02334599999999,45649.0
529,31.6976531,-83.63484299999999,37039.0
530,32.68356,-83.46435509999999,34879.0
531,34.8457601,-83.9744262,50021.0
532,32.9047684,-84.3121264,37640.0
533,34.6858231,-85.35496499999999,46157.0
534,33.7708613,-83.7199136,61599.0
535,31.134411,-82.4752757,36869.0
536,33.4470392,-82.6915429,37203.0
537,32.962702,-82.82097399999999,38068.0
538,31.5092107,-81.909826,45483.0
539,32.0129889,-84.56414699999999,37297.0
540,32.0999794,-82.6915429,30192.0
541,34.6567728,-83.7199136,52493.0
542,34.8033566,-84.981754,48623.0
543,31.9611759,-83.46435509999999,36964.0
544,33.808264,-82.7778579,37838.0
545,32.8024682,-83.1649001,38996.0
546,31.5282489,-83.8897057,45398.0
547,19.5429151,-155.6658568,62409.0
548,21.3069857,-157.8584319,85857.0
549,21.2273942,-156.9749731,69375.0
550,21.9661076,-159.5737912,83554.0
551,20.7983626,-156.3319253,80948.0
552,43.478767,-116.2420304,66293.0
553,44.9882561,-116.4916092,48856.0
554,42.5836362,-112.1430215,51734.0
555,42.228222,-111.2845025,54167.0
556,47.2437836,-116.6499425,47556.0
557,43.2112303,-112.3624146,55472.0
558,43.4743428,-113.9664446,56694.0
559,43.9604787,-115.8563106,59646.0
560,48.2751783,-116.5931483,50256.0
561,43.4508683,-111.5455289,60615.0
562,48.7987617,-116.5627065,43423.0
563,43.6448198,-113.1841378,42132.0
564,43.5093688,-114.8243665,39688.0
565,43.67795810000001,-116.6865435,52134.0
566,42.75386839999999,-111.6660725,59053.0
567,42.358036,-113.5728501,52935.0
568,44.1975553,-112.3755497,46154.0
569,46.6775737,-115.5620377,43915.0
570,44.3331898,-114.2614334,40875.0
571,43.1154284,-115.5264458,46855.0
572,42.2100342,-111.7614661,57215.0
573,44.2242743,-111.4790031,58065.0
574,44.0324936,-116.3589245,45492.0
575,42.9180557,-114.7494346,47204.0
576,45.9019541,-115.7237433,41516.0
577,43.7640903,-112.2493671,63048.0
578,42.712818,-114.3287857,52921.0
579,47.7568407,-116.6222056,57242.0
580,46.7360364,-116.6764195,49158.0
581,45.0364592,-113.9230554,39324.0
582,46.2664791,-116.4054092,41198.0
583,43.0496418,-114.1694407,50053.0
584,43.7508332,-111.5583742,39160.0
585,42.8409971,-113.5808126,53370.0
586,46.41818139999999,-116.622876,58107.0
587,42.2059769,-112.5245093,53841.0
588,42.6827359,-116.0622892,43798.0
589,44.02051850000001,-116.7205398,50579.0
590,42.7528492,-112.7684521,48823.0
591,47.1746948,-115.9104676,39386.0
592,43.7845793,-111.1917625,74216.0
593,42.335252,-114.6758916,52919.0
594,44.9204669,-115.7926381,64475.0
595,44.3658715,-116.7548607,40992.0
596,40.0577692,-91.13530200000001,52993.0
597,37.1670164,-89.3606298,36806.0
598,38.902985,-89.4742177,57289.0
599,42.34849759999999,-88.8263006,69272.0
600,39.9379573,-90.7152749,61655.0
601,41.35991560000001,-89.4742177,57436.0
602,39.1733216,-90.658333,63009.0
603,42.0385843,-89.9626799,52410.0
604,39.9398601,-90.26200419999999,52373.0
605,40.2138865,-88.24611829999999,52797.0
606,39.5672183,-89.3226954,52834.0
607,39.3824189,-87.77633329999999,56531.0
608,38.7279431,-88.55653099999999,48500.0
609,38.56844419999999,-89.62516459999999,66639.0
610,39.5560011,-88.24611829999999,46202.0
611,41.7376587,-87.697554,64660.0
612,39.0499568,-87.77633329999999,49779.0
613,39.2653533,-88.2071598,56206.0
614,41.8329981,-88.7108964,63317.0
615,40.1810363,-88.90306,55587.0
616,39.7617631,-88.2071598,56714.0
617,41.8243831,-88.0900762,92809.0
618,39.71312229999999,-87.77633329999999,53647.0
619,38.4267827,-88.050979,51080.0
620,39.06217729999999,-88.55653099999999,56685.0
621,39.0669568,-89.0179332,46650.0
622,40.4988592,-88.2071598,52092.0
623,38.0157197,-88.90306,42769.0
624,40.5531823,-90.2244662,51643.0
625,37.7107751,-88.24611829999999,44076.0
626,39.4029862,-90.37483540000001,49885.0
627,41.3500531,-88.4016041,77350.0
628,38.0543187,-88.55653099999999,54046.0
629,40.38493649999999,-91.13530200000001,52561.0
630,37.4995097,-88.362785,51250.0
631,40.83355479999999,-90.9438468,53676.0
632,41.361088,-90.0746767,59933.0
633,40.7740275,-87.697554,52700.0
634,37.7218304,-89.3226954,37241.0
635,39.0554965,-88.0900762,54256.0
636,38.2267348,-88.86469799999999,49896.0
637,39.0704754,-90.37483540000001,63028.0
638,42.3148804,-90.2244662,57946.0
639,37.42037639999999,-88.90306,52774.0
640,41.987884,-88.4016041,79394.0
641,41.1790977,-87.77633329999999,58902.0
642,41.5507043,-88.4403883,96563.0
643,40.8776411,-90.2244662,44129.0
644,42.3689363,-87.8271534,89427.0
645,41.4363987,-88.94138650000001,58142.0
646,38.7157534,-87.77633329999999,46636.0
647,41.6789842,-89.3226954,58194.0
648,40.8688604,-88.55653099999999,55160.0
649,40.061338,-89.3226954,57308.0
650,40.3885122,-90.6773046,44471.0
651,42.3039993,-88.4016041,86799.0
652,40.5478429,-88.86469799999999,67675.0
653,39.8949055,-89.0179332,50480.0
654,39.2375268,-89.9253233,55159.0
655,38.9041402,-89.9253233,60738.0
656,38.7313284,-88.86469799999999,47519.0
657,40.9972934,-89.3606298,58465.0
658,40.2271003,-89.9253233,48417.0
659,37.2478298,-88.7493998,47481.0
660,40.0221361,-89.81303559999999,74684.0
661,41.1985037,-90.6773046,59787.0
662,38.2742526,-90.1869644,85747.0
663,39.2363688,-89.4742177,52748.0
664,39.7341219,-90.2244662,51437.0
665,39.6020543,-88.59517509999999,61456.0
666,41.9969811,-89.3226954,60986.0
667,40.7156396,-89.77553379999999,55842.0
668,38.0612022,-89.3226954,52428.0
669,40.0543526,-88.55653099999999,70849.0
670,39.5662363,-90.8294002,47492.0
671,37.417132,-88.59517509999999,38056.0
672,37.2512419,-89.1324866,34640.0
673,41.238474,-89.28472510000002,63638.0
674,38.0629321,-89.77553379999999,53816.0
675,38.7212791,-88.0900762,48894.0
676,41.39982089999999,-90.563609,54858.0
677,38.40081199999999,-89.9253233,55179.0
678,37.7149675,-88.55653099999999,44090.0
679,39.7337353,-89.62516459999999,61912.0
680,40.1844543,-90.6393702,52357.0
681,39.6094934,-90.4879916,57118.0
682,39.3980704,-88.86469799999999,52953.0
